Status,Ticket ID,Priority,Source,Topic,Agent Group,Agent Name,Created time,Expected SLA to resolve,Expected SLA to first response,First response time,SLA For first response,Resolution time,SLA For Resolution,Close time,Agent interactions,Survey results,Product group,Support Level,Country,Latitude,Longitude
In progress,1545,Low,Chat,Feature request,1st line support,Bernard Beckley,03-08-2023 19:24,03-09-2023 19:24,03-08-2023 19:26,30:31.5,SLA Violated,,SLA Violated,,6,,Custom software development,Tier 1,Bulgaria,42.7249925,25.4833039
In progress,1546,Medium,Chat,Other,2nd line support,Heather Urry,03-08-2023 01:14,03-09-2023 01:14,03-08-2023 01:16,16:09.0,Within SLA,,SLA Violated,,4,,Custom software development,Tier 2,Italy,43.036776,12.678565
Resolved,1547,Low,Email,Other,2nd line support,Adolpho Messingham,03-08-2023 16:10,03-10-2023 16:10,03-08-2023 17:10,01:41.5,Within SLA,07:39.0,Within SLA,,3,,Ready to use Software,Tier 2,Austria,47.6964719,13.3457347
Closed,1548,Medium,Email,Other,1st line support,Nicola Wane,03-08-2023 07:47,03-10-2023 07:47,03-08-2023 08:47,27:01.3,SLA Violated,09:31.2,Within SLA,16:12.6,4,2,Training and Consulting Services,Tier 1,Italy,43.036776,12.678565
In progress,1549,Low,Chat,Purchasing and invoicing,1st line support,Sheela Cutten,03-08-2023 19:22,03-09-2023 19:22,03-08-2023 19:24,22:43.1,Within SLA,,SLA Violated,,9,,Training and Consulting Services,Tier 1,Republic of Ireland,53.094024,-8.019675
Resolved,1550,Low,Chat,Feature request,1st line support,Bernard Beckley,03-09-2023 07:31,03-10-2023 07:31,03-09-2023 07:33,31:46.9,Within SLA,22:37.7,Within SLA,,5,,Ready to use Software,Tier 1,Poland,52.536273,19.050639
Closed,1551,High,Email,Pricing and licensing,1st line support,Kristos Westoll,03-09-2023 18:37,03-11-2023 18:37,03-09-2023 19:37,50:07.1,Within SLA,31:50.2,Within SLA,39:09.5,3,4,Other,Tier 1,Bulgaria,42.7249925,25.4833039
Closed,1552,Low,Email,Pricing and licensing,1st line support,Nicola Wane,03-09-2023 05:24,03-11-2023 05:24,03-09-2023 06:24,07:16.6,Within SLA,09:51.5,Within SLA,01:09.2,2,1,Custom software development,Tier 1,Austria,47.6964719,13.3457347
In progress,1553,Medium,Email,Feature request,1st line support,Connor Danielovitch,03-09-2023 22:52,03-11-2023 22:52,03-09-2023 23:52,53:38.5,Within SLA,,SLA Violated,,2,,Ready to use Software,Tier 1,Italy,43.036776,12.678565
Closed,1556,High,Email,Product setup,1st line support,Bernard Beckley,03-09-2023 20:08,03-11-2023 20:08,03-09-2023 21:08,26:57.1,Within SLA,53:36.6,Within SLA,54:20.6,3,3,Other,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,1557,Medium,Email,Pricing and licensing,1st line support,Sheela Cutten,03-09-2023 01:51,03-11-2023 01:51,03-09-2023 02:51,21:02.3,Within SLA,55:06.0,Within SLA,,3,,Training and Consulting Services,Tier 1,Republic of Ireland,53.094024,-8.019675
Closed,1560,High,Email,Feature request,2nd line support,Michele Whyatt,03-10-2023 04:09,03-12-2023 04:09,03-10-2023 05:09,34:11.3,Within SLA,42:37.4,Within SLA,37:11.5,2,3,Ready to use Software,Tier 2,Austria,47.6964719,13.3457347
Closed,1561,Low,Chat,Feature request,2nd line support,Adolpho Messingham,03-10-2023 17:41,03-11-2023 17:41,03-10-2023 17:43,42:58.9,Within SLA,12:54.0,Within SLA,26:04.3,6,3,Other,Tier 2,United Kingdom,55.378052,-3.435973
In progress,1562,Low,Email,Feature request,2nd line support,Adolpho Messingham,03-10-2023 00:32,03-12-2023 00:32,03-10-2023 01:32,13:09.5,Within SLA,,SLA Violated,,2,,Other,Tier 2,United Kingdom,55.378052,-3.435973
Resolved,1563,Low,Chat,Feature request,1st line support,Sheela Cutten,03-10-2023 00:43,03-11-2023 00:43,03-10-2023 00:45,45:17.7,Within SLA,07:43.3,Within SLA,,3,,Custom software development,Tier 1,Bulgaria,42.7249925,25.4833039
Closed,1565,Medium,Email,Pricing and licensing,1st line support,Bernard Beckley,03-10-2023 06:44,03-12-2023 06:44,03-10-2023 07:44,40:30.3,Within SLA,31:11.1,Within SLA,36:51.3,8,3,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973
In progress,1567,Medium,Email,Other,1st line support,Connor Danielovitch,03-11-2023 22:08,3/13/2023 22:08,03-11-2023 23:08,37:09.7,Within SLA,,SLA Violated,,3,,Ready to use Software,Tier 1,Austria,47.6964719,13.3457347
Resolved,1568,Medium,Email,Product setup,1st line support,Sheela Cutten,03-11-2023 04:34,3/13/2023 4:34,03-11-2023 05:34,02:24.3,Within SLA,49:07.0,Within SLA,,4,,Ready to use Software,Tier 1,Czech Republic,49.8037633,15.4749126
Resolved,1573,Low,Email,Product setup,2nd line support,Heather Urry,03-11-2023 01:06,3/13/2023 1:06,03-11-2023 02:06,50:22.2,Within SLA,53:41.6,Within SLA,,2,,Ready to use Software,Tier 2,United Kingdom,55.378052,-3.435973
Resolved,1574,Medium,Chat,Other,1st line support,Nicola Wane,03-11-2023 15:34,03-12-2023 15:34,03-11-2023 15:36,35:13.8,Within SLA,31:07.0,Within SLA,,6,,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,1575,High,Email,Feature request,1st line support,Sheela Cutten,03-12-2023 03:04,3/14/2023 3:04,03-12-2023 04:04,31:01.2,Within SLA,42:24.7,SLA Violated,,3,,Custom software development,Tier 1,Italy,43.036776,12.678565
Resolved,1576,Low,Email,Purchasing and invoicing,2nd line support,Michele Whyatt,03-12-2023 01:00,3/14/2023 1:00,03-12-2023 02:00,46:15.4,Within SLA,29:28.1,Within SLA,,2,,Ready to use Software,Tier 2,Austria,47.6964719,13.3457347
Closed,1577,Medium,Email,Bug report,1st line support,Connor Danielovitch,03-12-2023 19:12,3/14/2023 19:12,03-12-2023 20:12,48:43.3,Within SLA,38:18.0,Within SLA,48:25.5,8,3,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
Closed,1581,Low,Email,Bug report,2nd line support,Michele Whyatt,3/13/2023 15:58,3/15/2023 15:58,3/13/2023 16:58,19:06.6,Within SLA,11:28.3,Within SLA,44:35.5,6,4,Ready to use Software,Tier 2,Bulgaria,42.7249925,25.4833039
Resolved,1582,Low,Phone,Purchasing and invoicing,1st line support,Nicola Wane,3/13/2023 11:05,3/15/2023 11:05,3/13/2023 11:07,05:29.4,Within SLA,34:06.8,Within SLA,,3,,Ready to use Software,Tier 1,Poland,52.536273,19.050639
Closed,1583,Medium,Chat,Training request,1st line support,Kristos Westoll,3/13/2023 5:33,3/14/2023 5:33,3/13/2023 5:35,35:00.5,Within SLA,01:28.1,Within SLA,57:34.1,3,5,Training and Consulting Services,Tier 1,Poland,52.536273,19.050639
In progress,1584,Low,Chat,Feature request,1st line support,Connor Danielovitch,3/13/2023 13:19,3/14/2023 13:19,3/13/2023 13:21,20:29.1,Within SLA,,SLA Violated,,9,,Other,Tier 1,United Kingdom,55.378052,-3.435973
Closed,1585,Low,Email,Product setup,2nd line support,Michele Whyatt,3/13/2023 21:36,3/15/2023 21:36,3/13/2023 22:36,31:54.6,Within SLA,08:44.1,Within SLA,20:17.4,6,2,Training and Consulting Services,Tier 2,Slovenia,46.1491664,14.9860106
Open,1586,Medium,Email,Product setup,1st line support,Nicola Wane,3/13/2023 17:00,3/15/2023 17:00,3/13/2023 18:00,,SLA Violated,,SLA Violated,,,,Ready to use Software,Tier 1,Greece,39.368279,21.863141
Closed,1587,Medium,Email,Pricing and licensing,1st line support,Connor Danielovitch,3/13/2023 8:21,3/15/2023 8:21,3/13/2023 9:21,04:45.7,Within SLA,09:45.3,Within SLA,22:42.7,8,3,Other,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,1588,Low,Chat,Purchasing and invoicing,2nd line support,Heather Urry,3/13/2023 15:59,3/14/2023 15:59,3/13/2023 16:01,00:41.6,Within SLA,19:23.1,SLA Violated,,4,,Ready to use Software,Tier 2,Greece,39.368279,21.863141
Closed,1589,Low,Chat,Feature request,1st line support,Sheela Cutten,3/13/2023 20:46,3/14/2023 20:46,3/13/2023 20:48,47:36.9,Within SLA,57:26.0,Within SLA,58:51.4,8,2,Other,Tier 1,Greece,39.368279,21.863141
In progress,1590,Low,Email,Purchasing and invoicing,1st line support,Nicola Wane,3/13/2023 10:15,3/15/2023 10:15,3/13/2023 11:15,41:31.0,Within SLA,,SLA Violated,,2,,Training and Consulting Services,Tier 1,Czech Republic,49.8037633,15.4749126
Closed,1591,Low,Chat,Feature request,1st line support,Sheela Cutten,3/13/2023 11:05,3/14/2023 11:05,3/13/2023 11:07,06:20.1,Within SLA,27:01.7,Within SLA,06:17.7,6,3,Other,Tier 1,Italy,43.036776,12.678565
In progress,1592,Low,Email,Other,1st line support,Sheela Cutten,3/13/2023 7:20,3/15/2023 7:20,3/13/2023 8:20,03:15.7,Within SLA,,SLA Violated,,5,,Ready to use Software,Tier 1,Slovenia,46.1491664,14.9860106
Resolved,1593,Medium,Email,Product setup,2nd line support,Michele Whyatt,3/14/2023 9:39,3/16/2023 9:39,3/14/2023 10:39,12:45.7,Within SLA,06:00.0,Within SLA,,1,,Ready to use Software,Tier 2,Italy,43.036776,12.678565
Closed,1594,High,Email,Product setup,1st line support,Kristos Westoll,3/14/2023 10:08,3/16/2023 10:08,3/14/2023 11:08,18:39.5,Within SLA,26:38.5,Within SLA,13:27.2,3,5,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,1595,Low,Email,Pricing and licensing,1st line support,Sheela Cutten,3/14/2023 18:42,3/16/2023 18:42,3/14/2023 19:42,30:38.6,Within SLA,46:56.1,Within SLA,,10,,Other,Tier 1,Spain,39.67337,-4.767726
Closed,1596,Low,Chat,Product setup,1st line support,Bernard Beckley,3/14/2023 3:18,3/15/2023 3:18,3/14/2023 3:20,22:14.2,SLA Violated,59:40.2,Within SLA,26:13.6,3,3,Custom software development,Tier 1,Slovenia,46.1491664,14.9860106
Closed,1597,Low,Email,Pricing and licensing,1st line support,Connor Danielovitch,3/14/2023 19:42,3/16/2023 19:42,3/14/2023 20:42,04:44.4,Within SLA,11:48.7,Within SLA,23:48.5,2,5,Training and Consulting Services,Tier 1,Italy,43.036776,12.678565
Closed,1598,Medium,Email,Product setup,1st line support,Kristos Westoll,3/14/2023 12:18,3/16/2023 12:18,3/14/2023 13:18,01:04.3,Within SLA,47:03.4,Within SLA,49:42.0,4,3,Other,Tier 1,Italy,43.036776,12.678565
Closed,1599,Medium,Phone,Product setup,1st line support,Kristos Westoll,3/14/2023 10:19,3/16/2023 10:19,3/14/2023 10:21,21:17.0,SLA Violated,07:00.0,Within SLA,08:14.7,3,1,Custom software development,Tier 1,Bulgaria,42.7249925,25.4833039
Closed,1600,Medium,Email,Other,1st line support,Sheela Cutten,3/14/2023 11:12,3/16/2023 11:12,3/14/2023 12:12,37:39.9,Within SLA,27:17.3,Within SLA,35:41.3,2,4,Training and Consulting Services,Tier 1,United Kingdom,55.378052,-3.435973
Closed,1601,Low,Email,Product setup,1st line support,Sheela Cutten,3/15/2023 0:21,3/17/2023 0:21,3/15/2023 1:21,31:00.7,Within SLA,55:59.2,Within SLA,27:00.8,2,3,Other,Tier 1,Austria,47.6964719,13.3457347
Resolved,1602,High,Email,Feature request,2nd line support,Michele Whyatt,3/15/2023 0:44,3/17/2023 0:44,3/15/2023 1:44,35:42.4,Within SLA,29:40.0,Within SLA,,2,,Ready to use Software,Tier 2,Germany,51.165691,10.451526
Resolved,1603,Medium,Email,Feature request,1st line support,Sheela Cutten,3/15/2023 12:59,3/17/2023 12:59,3/15/2023 13:59,35:21.7,Within SLA,08:16.4,SLA Violated,,10,,Ready to use Software,Tier 1,Poland,52.536273,19.050639
In progress,1604,High,Email,Product setup,1st line support,Sheela Cutten,3/15/2023 3:33,3/17/2023 3:33,3/15/2023 4:33,48:41.2,Within SLA,,SLA Violated,,9,,Custom software development,Tier 1,Poland,52.536273,19.050639
Closed,1605,High,Phone,Product setup,1st line support,Bernard Beckley,3/15/2023 10:58,3/17/2023 10:58,3/15/2023 11:00,04:40.4,SLA Violated,19:16.7,Within SLA,48:12.3,5,3,Custom software development,Tier 1,Poland,52.536273,19.050639
Resolved,1606,High,Chat,Bug report,1st line support,Bernard Beckley,3/15/2023 12:11,3/16/2023 12:11,3/15/2023 12:13,12:32.3,Within SLA,56:25.1,Within SLA,,3,,Custom software development,Tier 1,Italy,43.036776,12.678565
Closed,1607,Low,Email,Pricing and licensing,1st line support,Bernard Beckley,3/15/2023 16:08,3/17/2023 16:08,3/15/2023 17:08,37:57.6,Within SLA,02:37.2,Within SLA,52:29.0,9,2,Custom software development,Tier 1,Germany,51.165691,10.451526
Closed,1608,High,Email,Product setup,1st line support,Nicola Wane,3/16/2023 17:09,3/18/2023 17:09,3/16/2023 18:09,58:35.5,Within SLA,10:52.8,Within SLA,58:33.3,1,1,Ready to use Software,Tier 1,Austria,47.6964719,13.3457347
Resolved,1609,Medium,Chat,Pricing and licensing,1st line support,Sheela Cutten,3/16/2023 20:58,3/17/2023 20:58,3/16/2023 21:00,58:16.8,Within SLA,49:58.1,Within SLA,,6,,Training and Consulting Services,Tier 1,Slovenia,46.1491664,14.9860106
Closed,1610,Low,Chat,Pricing and licensing,1st line support,Kristos Westoll,3/16/2023 4:46,3/17/2023 4:46,3/16/2023 4:48,46:27.8,Within SLA,23:46.6,Within SLA,08:47.9,8,3,Ready to use Software,Tier 1,France,48.864716,2.349014
Closed,1611,High,Email,Purchasing and invoicing,1st line support,Kristos Westoll,3/16/2023 18:51,3/18/2023 18:51,3/16/2023 19:51,21:33.9,Within SLA,58:32.3,Within SLA,20:21.7,9,3,Custom software development,Tier 1,Italy,43.036776,12.678565
Resolved,1612,High,Chat,Bug report,1st line support,Connor Danielovitch,3/16/2023 2:30,3/17/2023 2:30,3/16/2023 2:32,31:43.2,Within SLA,24:10.2,Within SLA,,4,,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973
Closed,1613,Medium,Chat,Product setup,1st line support,Connor Danielovitch,3/16/2023 15:56,3/17/2023 15:56,3/16/2023 15:58,56:36.0,Within SLA,32:42.5,Within SLA,11:35.2,4,4,Ready to use Software,Tier 1,Bulgaria,42.7249925,25.4833039
Resolved,1614,High,Email,Bug report,1st line support,Sheela Cutten,3/16/2023 18:30,3/18/2023 18:30,3/16/2023 19:30,29:31.4,SLA Violated,24:43.7,Within SLA,,2,,Custom software development,Tier 1,France,48.864716,2.349014
Closed,1615,Medium,Email,Training request,1st line support,Connor Danielovitch,3/16/2023 13:15,3/18/2023 13:15,3/16/2023 14:15,16:49.1,Within SLA,06:43.8,Within SLA,32:53.4,1,5,Training and Consulting Services,Tier 1,Italy,43.036776,12.678565
Resolved,1616,Low,Email,Pricing and licensing,1st line support,Sheela Cutten,3/16/2023 6:25,3/18/2023 6:25,3/16/2023 7:25,26:38.5,Within SLA,04:16.8,Within SLA,,1,,Ready to use Software,Tier 1,Austria,47.6964719,13.3457347
Resolved,1617,Medium,Email,Product setup,1st line support,Sheela Cutten,3/16/2023 12:36,3/18/2023 12:36,3/16/2023 13:36,49:57.4,Within SLA,25:32.8,Within SLA,,1,,Ready to use Software,Tier 1,Republic of Ireland,53.094024,-8.019675
Closed,1618,Medium,Email,Product setup,1st line support,Bernard Beckley,3/17/2023 2:32,3/19/2023 2:32,3/17/2023 3:32,00:06.7,Within SLA,02:30.5,SLA Violated,48:54.8,6,5,Ready to use Software,Tier 1,Italy,43.036776,12.678565
Resolved,1619,Low,Email,Product setup,1st line support,Kristos Westoll,3/17/2023 10:58,3/19/2023 10:58,3/17/2023 11:58,04:56.4,Within SLA,12:07.0,SLA Violated,,6,,Other,Tier 1,Austria,47.6964719,13.3457347
Resolved,1626,High,Email,Feature request,1st line support,Nicola Wane,3/18/2023 0:21,3/20/2023 0:21,3/18/2023 1:21,33:52.3,Within SLA,39:42.5,Within SLA,,2,,Ready to use Software,Tier 1,Germany,51.165691,10.451526
Closed,1627,Low,Email,Product setup,1st line support,Sheela Cutten,3/18/2023 6:34,3/20/2023 6:34,3/18/2023 7:34,05:21.1,Within SLA,12:27.7,Within SLA,40:49.1,2,4,Training and Consulting Services,Tier 1,Bulgaria,42.7249925,25.4833039
Resolved,1628,High,Email,Bug report,1st line support,Sheela Cutten,3/18/2023 8:08,3/20/2023 8:08,3/18/2023 9:08,00:07.4,Within SLA,11:32.4,Within SLA,,7,,Ready to use Software,Tier 1,Czech Republic,49.8037633,15.4749126
Closed,1629,Low,Chat,Feature request,1st line support,Bernard Beckley,3/18/2023 23:00,3/19/2023 23:00,3/18/2023 23:02,01:34.0,Within SLA,24:56.3,Within SLA,09:45.8,6,4,Custom software development,Tier 1,Slovenia,46.1491664,14.9860106
Resolved,1630,Low,Phone,Feature request,1st line support,Sheela Cutten,3/18/2023 8:59,3/20/2023 8:59,3/18/2023 9:01,01:39.9,Within SLA,41:59.0,Within SLA,,2,,Ready to use Software,Tier 1,Slovenia,46.1491664,14.9860106
In progress,1631,Low,Phone,Product setup,1st line support,Connor Danielovitch,3/19/2023 18:00,3/21/2023 18:00,3/19/2023 18:02,04:12.9,SLA Violated,,SLA Violated,,1,,Ready to use Software,Tier 1,Poland,52.536273,19.050639
Resolved,1632,Low,Email,Feature request,1st line support,Sheela Cutten,3/19/2023 21:00,3/21/2023 21:00,3/19/2023 22:00,55:47.9,SLA Violated,11:42.1,Within SLA,,2,,Custom software development,Tier 1,Germany,51.165691,10.451526
Closed,1633,High,Email,Purchasing and invoicing,1st line support,Kristos Westoll,3/19/2023 14:00,3/21/2023 14:00,3/19/2023 15:00,44:57.4,Within SLA,31:49.4,Within SLA,20:44.5,4,5,Training and Consulting Services,Tier 1,United Kingdom,55.378052,-3.435973
Closed,1634,Medium,Chat,Other,1st line support,Sheela Cutten,3/19/2023 22:55,3/20/2023 22:55,3/19/2023 22:57,00:30.4,SLA Violated,46:47.2,SLA Violated,25:45.0,6,4,Ready to use Software,Tier 1,Bulgaria,42.7249925,25.4833039
Closed,1635,Medium,Email,Pricing and licensing,1st line support,Sheela Cutten,3/19/2023 22:09,3/21/2023 22:09,3/19/2023 23:09,28:36.9,Within SLA,03:42.5,Within SLA,18:02.0,5,5,Ready to use Software,Tier 1,Greece,39.368279,21.863141
Closed,1636,Low,Chat,Product setup,1st line support,Connor Danielovitch,3/19/2023 22:50,3/20/2023 22:50,3/19/2023 22:52,50:35.1,Within SLA,39:07.0,Within SLA,58:48.7,5,3,Custom software development,Tier 1,Greece,39.368279,21.863141
In progress,1637,Low,Phone,Product setup,1st line support,Connor Danielovitch,3/19/2023 12:53,3/21/2023 12:53,3/19/2023 12:55,59:45.1,SLA Violated,,SLA Violated,,3,,Custom software development,Tier 1,Italy,43.036776,12.678565
Closed,1638,Medium,Email,Feature request,1st line support,Nicola Wane,3/20/2023 13:23,3/22/2023 13:23,3/20/2023 14:23,05:28.1,Within SLA,53:29.4,Within SLA,19:09.2,2,3,Ready to use Software,Tier 1,Poland,52.536273,19.050639
In progress,1639,Low,Email,Feature request,2nd line support,Adolpho Messingham,3/20/2023 19:10,3/22/2023 19:10,3/20/2023 20:10,28:28.1,Within SLA,,SLA Violated,,1,,Other,Tier 2,Germany,51.165691,10.451526
Resolved,1640,High,Phone,Product setup,1st line support,Connor Danielovitch,3/20/2023 7:20,3/22/2023 7:20,3/20/2023 7:22,21:27.2,Within SLA,57:46.3,Within SLA,,3,,Custom software development,Tier 1,Slovenia,46.1491664,14.9860106
Resolved,1641,Medium,Email,Product setup,1st line support,Kristos Westoll,3/20/2023 22:27,3/22/2023 22:27,3/20/2023 23:27,37:30.4,Within SLA,54:25.0,Within SLA,,10,,Other,Tier 1,Slovenia,46.1491664,14.9860106
Closed,1642,Low,Phone,Product setup,2nd line support,Adolpho Messingham,3/20/2023 16:27,3/22/2023 16:27,3/20/2023 16:29,28:37.6,Within SLA,58:27.1,Within SLA,47:51.6,3,2,Training and Consulting Services,Tier 2,United Kingdom,55.378052,-3.435973
Closed,1643,Low,Chat,Product setup,1st line support,Bernard Beckley,3/20/2023 21:49,3/21/2023 21:49,3/20/2023 21:51,49:18.2,Within SLA,09:34.3,Within SLA,31:49.9,6,3,Custom software development,Tier 1,Spain,39.67337,-4.767726
Closed,1644,Low,Email,Feature request,1st line support,Sheela Cutten,3/20/2023 1:25,3/22/2023 1:25,3/20/2023 2:25,23:01.8,Within SLA,04:22.9,Within SLA,14:20.3,2,3,Other,Tier 1,Spain,39.67337,-4.767726
Closed,1645,Medium,Email,Bug report,1st line support,Connor Danielovitch,3/20/2023 18:36,3/22/2023 18:36,3/20/2023 19:36,32:38.9,Within SLA,28:53.3,Within SLA,04:25.2,5,4,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
Closed,1646,Low,Email,Purchasing and invoicing,1st line support,Sheela Cutten,3/21/2023 19:11,3/23/2023 19:11,3/21/2023 20:11,10:44.6,Within SLA,08:32.2,Within SLA,06:59.7,1,3,Custom software development,Tier 1,France,48.864716,2.349014
Closed,1647,Low,Chat,Feature request,2nd line support,Michele Whyatt,3/21/2023 0:03,3/22/2023 0:03,3/21/2023 0:05,03:37.8,Within SLA,27:49.2,Within SLA,08:10.7,6,3,Ready to use Software,Tier 2,Poland,52.536273,19.050639
Closed,1648,High,Phone,Product setup,2nd line support,Heather Urry,3/21/2023 8:43,3/23/2023 8:43,3/21/2023 8:45,43:51.9,Within SLA,07:36.2,SLA Violated,18:22.2,3,4,Ready to use Software,Tier 2,Germany,51.165691,10.451526
Resolved,1649,Low,Chat,Training request,1st line support,Kristos Westoll,3/21/2023 10:42,3/22/2023 10:42,3/21/2023 10:44,44:07.6,SLA Violated,23:14.4,Within SLA,,9,,Training and Consulting Services,Tier 1,Italy,43.036776,12.678565
In progress,1650,Medium,Email,Other,1st line support,Bernard Beckley,3/22/2023 4:26,3/24/2023 4:26,3/22/2023 5:26,00:29.9,Within SLA,,SLA Violated,,2,,Ready to use Software,Tier 1,France,48.864716,2.349014
Resolved,1651,Low,Email,Feature request,1st line support,Bernard Beckley,3/22/2023 0:13,3/24/2023 0:13,3/22/2023 1:13,53:11.2,Within SLA,09:22.8,Within SLA,,6,,Other,Tier 1,Greece,39.368279,21.863141
Closed,1652,Medium,Chat,Feature request,2nd line support,Heather Urry,3/22/2023 5:00,3/23/2023 5:00,3/22/2023 5:02,02:37.5,Within SLA,19:01.9,Within SLA,56:13.9,6,3,Custom software development,Tier 2,Austria,47.6964719,13.3457347
